data_point_id,indicator,period,company_id,company_name,dax_name
b74fe176-8886-4127-aa88-a45a32c386ac_eutaxonomy-non-financials_2023,eutaxonomy-non-financials,2023,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_sfdr_2023,sfdr,2023,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_sfdr_2024,sfdr,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoLandDegradationDesertificationSoilSealingExposure_2023,extendedEnumYesNoLandDegradationDesertificationSoilSealingExposure,2023,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoHighWaterStressAreaExposure_2023,extendedEnumYesNoHighWaterStressAreaExposure,2023,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoSupplierCodeOfConduct_2023,extendedEnumYesNoSupplierCodeOfConduct,2023,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_plainDateSfdrDataDate_2024,plainDateSfdrDataDate,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalScope2GhgEmissionsInTonnes_2024,extendedDecimalScope2GhgEmissionsInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalScope2GhgEmissionsLocationBasedInTonnes_2024,extendedDecimalScope2GhgEmissionsLocationBasedInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalScope2GhgEmissionsMarketBasedInTonnes_2024,extendedDecimalScope2GhgEmissionsMarketBasedInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalScope3GhgEmissionsInTonnes_2024,extendedDecimalScope3GhgEmissionsInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalScope3UpstreamGhgEmissionsInTonnes_2024,extendedDecimalScope3UpstreamGhgEmissionsInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoFossilFuelSectorExposure_2024,extendedEnumYesNoFossilFuelSectorExposure,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalScope1And2GhgEmissionsInTonnes_2024,extendedDecimalScope1And2GhgEmissionsInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalScope1And2GhgEmissionsLocationBasedInTonnes_2024,extendedDecimalScope1And2GhgEmissionsLocationBasedInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalScope1And2GhgEmissionsMarketBasedInTonnes_2024,extendedDecimalScope1And2GhgEmissionsMarketBasedInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalGhgIntensityScope1InTonnesPerMillionEURRevenue_2024,extendedDecimalGhgIntensityScope1InTonnesPerMillionEURRevenue,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalGhgIntensityScope2InTonnesPerMillionEURRevenue_2024,extendedDecimalGhgIntensityScope2InTonnesPerMillionEURRevenue,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalGhgIntensityScope3InTonnesPerMillionEURRevenue_2024,extendedDecimalGhgIntensityScope3InTonnesPerMillionEURRevenue,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalScope1And2And3GhgEmissionsInTonnes_2024,extendedDecimalScope1And2And3GhgEmissionsInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalScope1And2And3GhgEmissionsLocationBasedInTonnes_2024,extendedDecimalScope1And2And3GhgEmissionsLocationBasedInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalScope1And2And3GhgEmissionsMarketBasedInTonnes_2024,extendedDecimalScope1And2And3GhgEmissionsMarketBasedInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalGhgIntensityInTonnesPerMillionEURRevenue_2024,extendedDecimalGhgIntensityInTonnesPerMillionEURRevenue,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalRenewableEnergyProductionInGWh_2024,extendedDecimalRenewableEnergyProductionInGWh,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalScope4GhgEmissionsInTonnes_2024,extendedDecimalScope4GhgEmissionsInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalGhgIntensityScope4InTonnesPerMillionEURRevenue_2024,extendedDecimalGhgIntensityScope4InTonnesPerMillionEURRevenue,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_plainDateFiscalYearEnd_2024,plainDateFiscalYearEnd,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalNonRenewableEnergyConsumptionFossilFuelsInGWh_2024,extendedDecimalNonRenewableEnergyConsumptionFossilFuelsInGWh,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalNonRenewableEnergyConsumptionNaturalGasInGWh_2024,extendedDecimalNonRenewableEnergyConsumptionNaturalGasInGWh,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalNonRenewableEnergyConsumptionNuclearEnergyInGWh_2024,extendedDecimalNonRenewableEnergyConsumptionNuclearEnergyInGWh,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalRelativeNonRenewableEnergyConsumptionInPercent_2024,extendedDecimalRelativeNonRenewableEnergyConsumptionInPercent,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoProtectedAreasExposure_2024,extendedEnumYesNoProtectedAreasExposure,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoRareOrEndangeredEcosystemsExposure_2024,extendedEnumYesNoRareOrEndangeredEcosystemsExposure,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoSustainableAgriculturePolicy_2024,extendedEnumYesNoSustainableAgriculturePolicy,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoSustainableOceansAndSeasPolicy_2024,extendedEnumYesNoSustainableOceansAndSeasPolicy,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoThreatenedSpeciesExposure_2024,extendedEnumYesNoThreatenedSpeciesExposure,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoDeforestationPolicy_2024,extendedEnumYesNoDeforestationPolicy,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalEmissionsToWaterInTonnes_2024,extendedDecimalEmissionsToWaterInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalNonRenewableEnergyConsumptionCrudeOilInGWh_2024,extendedDecimalNonRenewableEnergyConsumptionCrudeOilInGWh,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalNonRenewableEnergyConsumptionLigniteInGWh_2024,extendedDecimalNonRenewableEnergyConsumptionLigniteInGWh,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalNonRenewableEnergyConsumptionCoalInGWh_2024,extendedDecimalNonRenewableEnergyConsumptionCoalInGWh,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalNonRenewableEnergyConsumptionOtherInGWh_2024,extendedDecimalNonRenewableEnergyConsumptionOtherInGWh,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoPrimaryForestAndWoodedLandOfNativeSpeciesExposure_2024,extendedEnumYesNoPrimaryForestAndWoodedLandOfNativeSpeciesExposure,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoHighlyBiodiverseGrasslandExposure_2024,extendedEnumYesNoHighlyBiodiverseGrasslandExposure,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoManufactureOfAgrochemicalPesticidesProducts_2024,extendedEnumYesNoManufactureOfAgrochemicalPesticidesProducts,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoLandDegradationDesertificationSoilSealingExposure_2024,extendedEnumYesNoLandDegradationDesertificationSoilSealingExposure,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalWaterConsumptionInCubicMeters_2024,extendedDecimalWaterConsumptionInCubicMeters,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalWaterReusedInCubicMeters_2024,extendedDecimalWaterReusedInCubicMeters,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalRelativeWaterUsageInCubicMetersPerMillionEURRevenue_2024,extendedDecimalRelativeWaterUsageInCubicMetersPerMillionEURRevenue,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalNonRecycledWasteInTonnes_2024,extendedDecimalNonRecycledWasteInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoCarbonReductionInitiatives_2024,extendedEnumYesNoCarbonReductionInitiatives,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoIloCoreLabourStandards_2024,extendedEnumYesNoIloCoreLabourStandards,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoEnvironmentalPolicy_2024,extendedEnumYesNoEnvironmentalPolicy,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoCorruptionLegalProceedings_2024,extendedEnumYesNoCorruptionLegalProceedings,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoTransparencyDisclosurePolicy_2024,extendedEnumYesNoTransparencyDisclosurePolicy,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoHumanRightsDueDiligencePolicy_2024,extendedEnumYesNoHumanRightsDueDiligencePolicy,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoPolicyAgainstChildLabour_2024,extendedEnumYesNoPolicyAgainstChildLabour,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoPolicyAgainstForcedLabour_2024,extendedEnumYesNoPolicyAgainstForcedLabour,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoPolicyAgainstDiscriminationInTheWorkplace_2024,extendedEnumYesNoPolicyAgainstDiscriminationInTheWorkplace,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoIso14001Certificate_2024,extendedEnumYesNoIso14001Certificate,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoPolicyAgainstBriberyAndCorruption_2024,extendedEnumYesNoPolicyAgainstBriberyAndCorruption,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoFairCompetitionPolicy_2024,extendedEnumYesNoFairCompetitionPolicy,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoUnGlobalCompactPrinciplesCompliancePolicy_2024,extendedEnumYesNoUnGlobalCompactPrinciplesCompliancePolicy,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoOecdGuidelinesForMultinationalEnterprisesGrievanceHandling_2024,extendedEnumYesNoOecdGuidelinesForMultinationalEnterprisesGrievanceHandling,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalEmissionsOfInorganicPollutantsInTonnes_2024,extendedDecimalEmissionsOfInorganicPollutantsInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalEmissionsOfAirPollutantsInTonnes_2024,extendedDecimalEmissionsOfAirPollutantsInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalEmissionsOfOzoneDepletionSubstancesInTonnes_2024,extendedDecimalEmissionsOfOzoneDepletionSubstancesInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoHumanRightsLegalProceedings_2024,extendedEnumYesNoHumanRightsLegalProceedings,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoTechnologiesExpertiseTransferPolicy_2024,extendedEnumYesNoTechnologiesExpertiseTransferPolicy,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoViolationOfTaxRulesAndRegulation_2024,extendedEnumYesNoViolationOfTaxRulesAndRegulation,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedCurrencyAverageGrossHourlyEarningsMaleEmployees_2024,extendedCurrencyAverageGrossHourlyEarningsMaleEmployees,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedIntegerFemaleBoardMembersBoardOfDirectors_2024,extendedIntegerFemaleBoardMembersBoardOfDirectors,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedIntegerMaleBoardMembersSupervisoryBoard_2024,extendedIntegerMaleBoardMembersSupervisoryBoard,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedIntegerMaleBoardMembersBoardOfDirectors_2024,extendedIntegerMaleBoardMembersBoardOfDirectors,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalBoardGenderDiversityBoardOfDirectorsInPercent_2024,extendedDecimalBoardGenderDiversityBoardOfDirectorsInPercent,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoControversialWeaponsExposure_2024,extendedEnumYesNoControversialWeaponsExposure,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoWorkplaceAccidentPreventionPolicy_2024,extendedEnumYesNoWorkplaceAccidentPreventionPolicy,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalRateOfAccidents_2024,extendedDecimalRateOfAccidents,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalWorkdaysLostInDays_2024,extendedDecimalWorkdaysLostInDays,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoSupplierCodeOfConduct_2024,extendedEnumYesNoSupplierCodeOfConduct,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoGrievanceHandlingMechanism_2024,extendedEnumYesNoGrievanceHandlingMechanism,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoWhistleblowerProtectionPolicy_2024,extendedEnumYesNoWhistleblowerProtectionPolicy,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedIntegerSanctionedIncidentsOfDiscrimination_2024,extendedIntegerSanctionedIncidentsOfDiscrimination,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalExcessiveCeoPayRatio_2024,extendedDecimalExcessiveCeoPayRatio,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalUnadjustedGenderPayGapInPercent_2024,extendedDecimalUnadjustedGenderPayGapInPercent,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalBoardGenderDiversitySupervisoryBoardInPercent_2024,extendedDecimalBoardGenderDiversitySupervisoryBoardInPercent,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoHumanRightsPolicy_2024,extendedEnumYesNoHumanRightsPolicy,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoHumanRightsDueDiligence_2024,extendedEnumYesNoHumanRightsDueDiligence,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoTraffickingInHumanBeingsPolicy_2024,extendedEnumYesNoTraffickingInHumanBeingsPolicy,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoReportedChildLabourIncidents_2024,extendedEnumYesNoReportedChildLabourIncidents,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoReportedForcedOrCompulsoryLabourIncidents_2024,extendedEnumYesNoReportedForcedOrCompulsoryLabourIncidents,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedIntegerNumberOfReportedIncidentsOfHumanRightsViolations_2024,extendedIntegerNumberOfReportedIncidentsOfHumanRightsViolations,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedIntegerCasesOfInsufficientActionAgainstBriberyAndCorruption_2024,extendedIntegerCasesOfInsufficientActionAgainstBriberyAndCorruption,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedIntegerReportedConvictionsOfBriberyAndCorruption_2024,extendedIntegerReportedConvictionsOfBriberyAndCorruption,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoSecuritiesNotCertifiedAsGreen_2024,extendedEnumYesNoSecuritiesNotCertifiedAsGreen,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalScope1GhgEmissionsInTonnes_2024,extendedDecimalScope1GhgEmissionsInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalScope3DownstreamGhgEmissionsInTonnes_2024,extendedDecimalScope3DownstreamGhgEmissionsInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalRenewableEnergyConsumptionInGWh_2024,extendedDecimalRenewableEnergyConsumptionInGWh,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalRelativeNonRenewableEnergyProductionInPercent_2024,extendedDecimalRelativeNonRenewableEnergyProductionInPercent,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalNonRenewableEnergyConsumptionInGWh_2024,extendedDecimalNonRenewableEnergyConsumptionInGWh,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoWaterManagementPolicy_2024,extendedEnumYesNoWaterManagementPolicy,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalHazardousAndRadioactiveWasteInTonnes_2024,extendedDecimalHazardousAndRadioactiveWasteInTonnes,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedIntegerFemaleBoardMembersSupervisoryBoard_2024,extendedIntegerFemaleBoardMembersSupervisoryBoard,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedIntegerReportedIncidentsOfDiscrimination_2024,extendedIntegerReportedIncidentsOfDiscrimination,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedCurrencyTotalAmountOfReportedFinesOfBriberyAndCorruption_2024,extendedCurrencyTotalAmountOfReportedFinesOfBriberyAndCorruption,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalNonRenewableEnergyProductionInGWh_2024,extendedDecimalNonRenewableEnergyProductionInGWh,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalTotalHighImpactClimateSectorEnergyConsumptionInGWh_2024,extendedDecimalTotalHighImpactClimateSectorEnergyConsumptionInGWh,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoHighWaterStressAreaExposure_2024,extendedEnumYesNoHighWaterStressAreaExposure,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedEnumYesNoFairBusinessMarketingAdvertisingPolicy_2024,extendedEnumYesNoFairBusinessMarketingAdvertisingPolicy,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedCurrencyAverageGrossHourlyEarningsFemaleEmployees_2024,extendedCurrencyAverageGrossHourlyEarningsFemaleEmployees,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_plainEnumFiscalYearDeviation_2024,plainEnumFiscalYearDeviation,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalTotalRevenueInEUR_2024,extendedDecimalTotalRevenueInEUR,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalEnterpriseValueInEUR_2024,extendedDecimalEnterpriseValueInEUR,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
b74fe176-8886-4127-aa88-a45a32c386ac_extendedDecimalCarbonFootprintInTonnesPerMillionEUREnterpriseValue_2024,extendedDecimalCarbonFootprintInTonnesPerMillionEUREnterpriseValue,2024,b74fe176-8886-4127-aa88-a45a32c386ac,adidas AG,Adidas AG
